CUS_ID,Ypred
1193,0.034876287
1727,0.0009227395
3293,0.0059058964
4328,0.0018968582
5555,0.021558374
7193,0.0029756725
7337,0.005396098
8142,0.0012897551
8531,0.0054478645
8849,0.000628531
9824,0.0020843446
9861,0.014541984
10008,0.0029327571
10422,0.0008715987
11066,0.0045505464
12189,0.004285097
12248,0.0042675734
13554,0.010494441
15080,0.0061708987
18008,0.015826136
18155,0.0016691685
19214,0.025026083
19707,0.0037100017
20867,0.0020056963
21183,0.0009737611
21768,0.0021426976
22893,0.00044107437
24127,0.0014218688
25501,0.009777188
25529,5.429983e-05
26652,0.0062769055
26990,0.007383764
27320,0.0005411804
28304,0.0015314817
28721,0.004340887
29077,0.0006763935
29378,0.011021912
33268,0.01843378
34225,0.0059708655
37822,0.0008994937
39126,0.008935481
39475,0.01810348
40012,0.014976352
40883,0.0030659735
41844,0.0030031502
42860,0.0013561845
42979,0.003700763
42989,0.00062033534
43825,0.011797816
43841,0.0037464797
45681,0.055695713
45852,0.0014190078
48438,0.0011766851
49628,0.003953874
51291,0.014354616
51974,0.03899014
52677,0.0076437593
52941,0.0032512248
53224,0.0024639368
54118,0.004065752
54296,0.019102067
55603,0.0062462687
56660,0.0010496974
56663,0.04991582
58913,0.0025091767
59326,0.0016669333
59387,0.0038364828
60720,0.0022204518
61305,0.0025971532
62125,0.006411135
64108,0.008307666
64217,0.0047520995
64528,0.0027264953
66597,0.0016818345
67648,0.002893865
67708,0.0098103285
68651,0.0008485913
69755,0.0005417466
70320,0.0033433735
70405,0.00669083
71274,0.0110630095
73337,0.0009482801
73640,0.0014979243
73875,0.0007542968
74131,0.0014095306
74646,0.0053044856
75581,0.0013884306
75700,0.0032836795
77516,0.0010910928
77948,0.0041000545
78424,0.0016697943
79740,0.007637322
85095,0.016273916
85983,0.0057325065
86317,0.0006234944
86629,0.0035495162
86809,0.0051592886
86901,0.0021743774
87355,0.0022872984
89013,0.0008625984
90790,0.000672698
92313,0.00069850683
93801,0.008465618
94224,0.001420021
95200,0.00921765
95670,0.0016119182
95827,0.016652405
96410,0.0009635091
96680,0.001724273
96683,0.0011809766
96751,0.0006813705
96915,0.0038269162
96932,0.006296456
97314,0.003458321
97320,0.007869601
97326,0.0019703507
97745,0.042494208
99098,0.005408436
99500,0.010977447
99928,3.9726496e-05
100651,0.0027261078
101913,0.0056174397
102732,0.0027545393
103563,0.00075018406
105668,0.0019358099
106207,0.0012818277
107495,0.0037020445
111043,0.0017959774
112297,0.0006631613
114675,0.0026763976
115886,0.032666534
116494,0.0017666221
116743,0.0064180493
117901,0.0009809434
119545,0.0024965107
119613,0.0009177327
119850,0.0009802878
120956,0.0055449307
121384,0.001635462
121717,0.0004904866
121867,0.0011701584
124466,0.00010368228
125362,0.008478701
126717,0.005010009
127316,0.007873625
127641,0.0004425943
127680,0.0037823021
127737,0.0043783486
129464,0.006627232
129556,0.005476147
130973,0.0008675158
131277,0.012003601
131727,0.00094518065
133110,0.00056901574
133779,0.0016566515
134514,0.0036364794
134916,0.002001822
135644,0.0016390085
136795,0.000852108
137326,9.468198e-05
137971,0.0114655495
139417,0.011324167
140132,0.007288426
141454,0.0009544492
141457,0.0032691061
142892,0.0017731786
143031,0.0017274618
145557,0.0036041439
145558,0.0019457638
145708,0.0021692812
145898,0.003910154
145943,0.0009927452
146366,0.0011023879
149101,0.016143352
150311,0.001625061
151214,0.008831382
152206,0.002401948
152649,0.0007735789
152878,0.0017746389
152913,0.010362506
154393,0.0049426556
155068,0.009661078
155711,0.0017783046
155808,0.03134814
157239,0.0019714236
157687,0.026018351
157858,0.0017757416
158537,0.04885593
159218,0.0027457774
159233,0.0008006394
159448,0.0035605133
160587,0.0013555884
161092,0.0017704368
161470,0.0042691827
162655,0.0015299618
163937,0.0039022565
166104,0.0017623007
166203,0.004472643
167498,0.005152166
168354,0.0011810362
170320,0.022467047
170574,0.0011863708
170702,0.00073358417
172337,0.0041092336
173331,0.002073139
174342,0.0048837364
176155,0.0018653572
176619,0.0009358227
176802,0.0011423826
177800,0.09150335
178309,0.010178268
179082,0.0018112063
179234,0.0024675727
179574,0.0016489923
180284,0.002513647
181741,0.0011053383
181995,0.0018436611
182133,0.0034816563
183511,0.06688678
184335,0.05510977
184378,0.020788103
185938,0.0048642457
185943,0.042455167
186762,0.010267407
186799,0.0079212785
186828,0.05031863
186947,0.0014033914
187520,0.0071086884
188069,0.060067266
188483,0.000833869
188791,0.003858447
189023,0.009432197
189516,0.001465857
189737,0.0013453364
190018,0.002082318
192156,0.018046081
193303,0.0035933852
193509,0.004972875
193776,0.0009867847
193941,0.00182271
194284,0.0025672913
195190,0.0030867457
196065,0.028893113
197396,0.012003541
197439,0.0052138865
197680,0.0014064908
198719,0.00067302585
199286,0.001111418
199817,0.0025844276
200716,0.0017592311
200810,0.0075101256
201421,0.0020328462
204185,0.0010996461
204789,0.06496698
205713,0.06485519
207040,0.0037702322
207337,0.0027634501
207561,0.0020658076
210358,0.0016041994
211148,0.0077914596
215331,0.0008712709
215814,0.0013252795
217604,0.0008033514
218637,0.01668942
220932,0.0017360449
221172,0.04553446
221828,0.0033372045
228881,0.0038079321
228894,0.009359181
229861,0.010496557
230223,0.0009211898
231117,0.040449083
231243,0.021831721
233395,0.007650703
233653,0.02360934
237996,0.0676755
238541,0.0022929907
239190,0.017469943
241991,0.004822254
242508,0.0037824214
245184,0.06376073
245215,0.0017885268
246200,0.004598856
246335,0.0018364489
246370,0.0052612424
247379,0.0015716851
248472,0.0032238364
248617,0.0011844933
248758,0.004717678
251161,0.0058012903
251408,0.034586698
251837,0.0033964217
252267,0.0012885928
253248,0.010362357
253271,0.0035159588
254646,0.0016445518
255620,0.0008099675
255852,0.0032979846
256124,0.0033517182
256488,0.0020183325
259592,0.008821219
259792,0.028435826
260310,0.009175658
260321,0.0065883696
262528,0.01434201
262687,0.0038846135
262787,0.0012071431
265662,0.0021014214
266114,0.0026877224
267274,0.019122243
269410,0.020834804
271508,0.0012658834
271614,0.0010421872
273724,0.00955531
274306,0.0006157756
275426,0.0031849742
275679,0.0028696656
275711,0.00067812204
275758,0.0048074126
275899,0.0033210218
276019,0.0027267337
276526,0.0025315285
276858,0.02495426
277206,0.0018876493
278821,0.007173717
281225,0.001132369
281452,0.002289027
282103,0.007693082
283146,0.0019079447
283857,0.07913533
285455,0.0012919307
286069,0.006811708
286558,0.031398028
286651,0.0050041974
286898,0.035559684
289830,0.0016654134
289874,0.0003876984
290581,0.0070361495
291318,0.0022612512
291481,0.014051199
291938,0.0015718639
292395,0.035901695
292821,0.007105708
293858,0.0019107163
294042,0.025697619
296864,0.025872946
297399,0.001653105
302361,0.011654586
302762,0.0074062943
302928,0.029675037
303814,0.005311638
304126,0.042491645
306908,0.00090175867
307572,0.014921963
307586,0.0008301735
309329,0.005115479
311137,0.0022115111
311633,0.013147682
312542,0.028305203
313218,0.012369603
313259,0.0018413663
313889,0.05536902
316520,0.0056705773
316718,0.0021044612
320335,0.0018496513
320868,0.0015012324
321629,0.0013743341
323494,0.004527241
323968,0.017950743
324033,0.002306074
324194,0.018247783
324394,0.001200676
324734,0.0011479259
329261,0.018280953
331153,0.0022225678
331511,0.0014996827
332096,0.0015626252
332792,0.015809953
333488,0.0015487075
333813,0.002463013
334917,0.0047613382
336427,0.0424034
337549,0.0035557747
339726,0.01455
339779,0.0019224286
340400,0.010197014
340803,0.0027729273
342736,0.04717976
344093,0.0121284425
344492,0.0061125755
345916,0.0064118803
346326,0.013007671
346901,0.069271475
346972,0.0018427372
347430,0.06855714
348292,0.0024354756
350819,0.0026385486
351187,0.0011312664
353048,0.013659924
353059,0.007603407
354332,0.0019708872
354385,0.005831778
356631,0.0009123981
356700,0.011978716
358086,0.007794559
358452,0.03261128
358673,0.0048902333
358735,0.03042546
358760,0.0008812845
359412,0.0012052953
361507,0.03632322
361856,0.0056566894
365295,0.005143076
365327,0.013694704
366023,0.008904517
366070,0.0074359477
366180,0.005568236
366301,0.0079725385
367723,0.0061573684
368265,0.0017663538
368967,0.0021701157
369007,0.011526138
369988,0.004953921
370217,0.014954299
370678,0.0031456947
371915,0.003323257
374148,0.038592666
376185,0.03190875
376454,0.040069222
377172,0.008096904
378729,0.0039132833
387862,0.0017046928
392291,0.006754577
393438,0.0011308491
395514,0.0032581985
395918,0.0032687783
397253,0.009454697
400396,0.06415936
402276,0.0030112267
403289,0.08725783
407454,0.010796547
410300,0.0044847727
414198,0.049815834
415853,0.0061552227
416015,0.002180308
416578,0.01136145
417106,0.0043902397
418381,0.009430438
420506,0.00380221
421264,0.016241103
421862,0.008464038
421876,0.000731647
423010,0.06635538
424455,0.004724771
425616,0.028383672
425743,0.010763317
425891,0.0019468069
